zip,lat,lon,city,state,county
91603,33.786594,-118.298662,North Hollywood,CA,Los Angeles
91604,33.786594,-118.298662,Studio City,CA,Los Angeles
91605,33.786594,-118.298662,North Hollywood,CA,Los Angeles
91606,33.786594,-118.298662,North Hollywood,CA,Los Angeles
91607,33.786594,-118.298662,Valley Village,CA,Los Angeles
91608,33.786594,-118.298662,Universal City,CA,Los Angeles
91609,33.786594,-118.298662,North Hollywood,CA,Los Angeles
91610,33.786594,-118.298662,Toluca Lake,CA,Los Angeles
91611,33.786594,-118.298662,North Hollywood,CA,Los Angeles
91612,33.786594,-118.298662,North Hollywood,CA,Los Angeles
91614,33.786594,-118.298662,Studio City,CA,Los Angeles
91615,33.786594,-118.298662,North Hollywood,CA,Los Angeles
91616,33.786594,-118.298662,North Hollywood,CA,Los Angeles
91617,33.786594,-118.298662,Valley Village,CA,Los Angeles
91618,33.786594,-118.298662,North Hollywood,CA,Los Angeles
91701,34.839964,-115.967051,Rancho Cucamonga,CA,San Bernardino
91702,33.786594,-118.298662,Azusa,CA,Los Angeles
91706,33.786594,-118.298662,Baldwin Park,CA,Los Angeles
91708,34.839964,-115.967051,Chino,CA,San Bernardino
91709,34.839964,-115.967051,Chino Hills,CA,San Bernardino
91710,34.159844,-114.30117,Chino,CA,San Bernardino
91711,33.786594,-118.298662,Claremont,CA,Los Angeles
91714,33.786594,-118.298662,City Of Industry,CA,Los Angeles
91715,33.786594,-118.298662,City Of Industry,CA,Los Angeles
91716,33.786594,-118.298662,City Of Industry,CA,Los Angeles
91722,33.786594,-118.298662,Covina,CA,Los Angeles
91723,33.786594,-118.298662,Covina,CA,Los Angeles
91724,33.786594,-118.298662,Covina,CA,Los Angeles
91729,34.839964,-115.967051,Rancho Cucamonga,CA,San Bernardino
91730,34.839964,-115.967051,Rancho Cucamonga,CA,San Bernardino
91731,33.786594,-118.298662,El Monte,CA,Los Angeles
91732,33.786594,-118.298662,El Monte,CA,Los Angeles
91733,33.786594,-118.298662,South El Monte,CA,Los Angeles
91734,33.786594,-118.298662,El Monte,CA,Los Angeles
91735,33.786594,-118.298662,El Monte,CA,Los Angeles
91737,34.839964,-115.967051,Rancho Cucamonga,CA,San Bernardino
91739,34.122307,-116.247005,Rancho Cucamonga,CA,San Bernardino
91740,33.786594,-118.298662,Glendora,CA,Los Angeles
91741,33.786594,-118.298662,Glendora,CA,Los Angeles
91743,34.839964,-115.967051,Guasti,CA,San Bernardino
91744,33.786594,-118.298662,La Puente,CA,Los Angeles
91745,33.976114,-117.981631,Hacienda Heights,CA,Los Angeles
91746,33.786594,-118.298662,La Puente,CA,Los Angeles
91747,33.786594,-118.298662,La Puente,CA,Los Angeles
91748,33.966218,-117.91736,Rowland Heights,CA,Los Angeles
91749,33.786594,-118.298662,La Puente,CA,Los Angeles
91750,33.786594,-118.298662,La Verne,CA,Los Angeles
91752,33.752886,-116.055617,Mira Loma,CA,Riverside
91754,33.786594,-118.298662,Monterey Park,CA,Los Angeles
91755,33.786594,-118.298662,Monterey Park,CA,Los Angeles
91756,33.786594,-118.298662,Monterey Park,CA,Los Angeles
91758,34.839964,-115.967051,Ontario,CA,San Bernardino
91759,33.786594,-118.298662,Mt Baldy,CA,Los Angeles
91761,34.839964,-115.967051,Ontario,CA,San Bernardino
91762,34.839964,-115.967051,Ontario,CA,San Bernardino
91763,34.839964,-115.967051,Montclair,CA,San Bernardino
91764,34.839964,-115.967051,Ontario,CA,San Bernardino
91765,33.786594,-118.298662,Diamond Bar,CA,Los Angeles
91766,33.786594,-118.298662,Pomona,CA,Los Angeles
91767,33.786594,-118.298662,Pomona,CA,Los Angeles
91768,33.786594,-118.298662,Pomona,CA,Los Angeles
91769,33.786594,-118.298662,Pomona,CA,Los Angeles
91770,33.786594,-118.298662,Rosemead,CA,Los Angeles
91771,33.786594,-118.298662,Rosemead,CA,Los Angeles
91772,33.786594,-118.298662,Rosemead,CA,Los Angeles
91773,33.786594,-118.298662,San Dimas,CA,Los Angeles
91775,33.786594,-118.298662,San Gabriel,CA,Los Angeles
91776,33.786594,-118.298662,San Gabriel,CA,Los Angeles
91778,33.786594,-118.298662,San Gabriel,CA,Los Angeles
91780,33.786594,-118.298662,Temple City,CA,Los Angeles
91784,34.128118,-116.246997,Upland,CA,San Bernardino
91785,34.839964,-115.967051,Upland,CA,San Bernardino
91786,34.839964,-115.967051,Upland,CA,San Bernardino
91788,33.786594,-118.298662,Walnut,CA,Los Angeles
91789,33.786594,-118.298662,Walnut,CA,Los Angeles
91790,33.786594,-118.298662,West Covina,CA,Los Angeles
91791,33.786594,-118.298662,West Covina,CA,Los Angeles
91792,33.786594,-118.298662,West Covina,CA,Los Angeles
91793,33.786594,-118.298662,West Covina,CA,Los Angeles
91795,33.786594,-118.298662,Walnut,CA,Los Angeles
91797,33.786594,-118.298662,Pomona,CA,Los Angeles
91798,34.839964,-115.967051,Ontario,CA,San Bernardino
91799,33.786594,-118.298662,Pomona,CA,Los Angeles
91801,33.786594,-118.298662,Alhambra,CA,Los Angeles
91802,33.786594,-118.298662,Alhambra,CA,Los Angeles
91803,33.786594,-118.298662,Alhambra,CA,Los Angeles
91804,33.786594,-118.298662,Alhambra,CA,Los Angeles
91841,33.786594,-118.298662,Alhambra,CA,Los Angeles
91896,33.786594,-118.298662,Alhambra,CA,Los Angeles
91899,33.786594,-118.298662,Alhambra,CA,Los Angeles
91901,32.74081,-116.976341,Alpine,CA,San Diego
91902,32.67387,-117.020668,Bonita,CA,San Diego
91903,33.016928,-116.846046,Alpine,CA,San Diego
91905,33.016928,-116.846046,Boulevard,CA,San Diego
91906,33.016928,-116.846046,Campo,CA,San Diego
91908,33.016928,-116.846046,Bonita,CA,San Diego
91909,33.016928,-116.846046,Chula Vista,CA,San Diego
91910,32.636922,-117.050072,Chula Vista,CA,San Diego
91911,32.615983,-117.034012,Chula Vista,CA,San Diego
91912,33.016928,-116.846046,Chula Vista,CA,San Diego
91913,32.639967,-116.984669,Chula Vista,CA,San Diego
91914,32.656159,-116.966139,Chula Vista,CA,San Diego
91915,32.629234,-116.948228,Chula Vista,CA,San Diego
91916,33.016928,-116.846046,Descanso,CA,San Diego
91917,33.016928,-116.846046,Dulzura,CA,San Diego
91921,33.016928,-116.846046,Chula Vista,CA,San Diego
91931,33.016928,-116.846046,Guatay,CA,San Diego
91932,32.578991,-117.117351,Imperial Beach,CA,San Diego
91933,33.016928,-116.846046,Imperial Beach,CA,San Diego
91934,33.016928,-116.846046,Jacumba,CA,San Diego
91935,33.016928,-116.846046,Jamul,CA,San Diego
91941,32.76105,-116.998102,La Mesa,CA,San Diego
91942,32.781084,-117.018638,La Mesa,CA,San Diego
91943,33.016928,-116.846046,La Mesa,CA,San Diego
91944,33.016928,-116.846046,La Mesa,CA,San Diego
91945,32.732288,-117.037344,Lemon Grove,CA,San Diego
91946,33.016928,-116.846046,Lemon Grove,CA,San Diego
91947,33.016928,-116.846046,Lincoln Acres,CA,San Diego
91948,33.016928,-116.846046,Mount Laguna,CA,San Diego
91950,32.671194,-117.084353,National City,CA,San Diego
91951,33.016928,-116.846046,National City,CA,San Diego
91962,33.016928,-116.846046,Pine Valley,CA,San Diego
91963,33.016928,-116.846046,Potrero,CA,San Diego
91976,33.016928,-116.846046,Spring Valley,CA,San Diego
91977,32.718352,-117.000109,Spring Valley,CA,San Diego
91978,32.733452,-116.957898,Spring Valley,CA,San Diego
91979,33.016928,-116.846046,Spring Valley,CA,San Diego
91980,33.016928,-116.846046,Tecate,CA,San Diego
91987,33.016928,-116.846046,Tecate,CA,San Diego
91990,33.016928,-116.846046,Potrero,CA,San Diego
92003,33.016928,-116.846046,Bonsall,CA,San Diego
92004,33.016928,-116.846046,Borrego Springs,CA,San Diego
92007,33.023042,-117.274469,Cardiff By The Sea,CA,San Diego
92008,33.016928,-116.846046,Carlsbad,CA,San Diego
92009,33.082192,-117.267169,Carlsbad,CA,San Diego
92013,33.016928,-116.846046,Carlsbad,CA,San Diego
92014,32.974074,-117.224167,Del Mar,CA,San Diego
92018,33.016928,-116.846046,Carlsbad,CA,San Diego
92019,32.865113,-117.041287,El Cajon,CA,San Diego
92020,32.787514,-116.960836,El Cajon,CA,San Diego
92021,32.822138,-116.885508,El Cajon,CA,San Diego
92022,33.016928,-116.846046,El Cajon,CA,San Diego
92023,33.016928,-116.846046,Encinitas,CA,San Diego
92024,33.054154,-117.250253,Encinitas,CA,San Diego
92025,33.057128,-117.083403,Escondido,CA,San Diego
92026,33.016928,-116.846046,Escondido,CA,San Diego
92027,33.016928,-116.846046,Escondido,CA,San Diego
92028,33.016928,-116.846046,Fallbrook,CA,San Diego
92029,33.071941,-117.158497,Escondido,CA,San Diego
92030,33.016928,-116.846046,Escondido,CA,San Diego
92033,33.016928,-116.846046,Escondido,CA,San Diego
92036,33.016928,-116.846046,Julian,CA,San Diego
92037,32.898511,-117.225744,La Jolla,CA,San Diego
92038,33.016928,-116.846046,La Jolla,CA,San Diego
92039,33.016928,-116.846046,La Jolla,CA,San Diego
92040,32.893498,-116.898945,Lakeside,CA,San Diego
92046,33.016928,-116.846046,Escondido,CA,San Diego
92049,33.016928,-116.846046,Oceanside,CA,San Diego
92051,33.016928,-116.846046,Oceanside,CA,San Diego
92052,33.016928,-116.846046,Oceanside,CA,San Diego
92054,33.016928,-116.846046,Oceanside,CA,San Diego
92055,33.016928,-116.846046,Camp Pendleton,CA,San Diego
92056,33.016928,-116.846046,Oceanside,CA,San Diego
92057,33.016928,-116.846046,Oceanside,CA,San Diego
92058,33.016928,-116.846046,Oceanside,CA,San Diego
92059,33.016928,-116.846046,Pala,CA,San Diego
92060,33.016928,-116.846046,Palomar Mountain,CA,San Diego
92061,33.016928,-116.846046,Pauma Valley,CA,San Diego
92064,32.994097,-117.030299,Poway,CA,San Diego
92065,33.031572,-116.976549,Ramona,CA,San Diego
92066,33.016928,-116.846046,Ranchita,CA,San Diego
92067,33.005026,-117.21569,Rancho Santa Fe,CA,San Diego
92068,33.016928,-116.846046,San Luis Rey,CA,San Diego
92069,33.099573,-117.215112,San Marcos,CA,San Diego
92070,33.016928,-116.846046,Santa Ysabel,CA,San Diego
92071,32.843956,-116.994511,Santee,CA,San Diego
92072,33.016928,-116.846046,Santee,CA,San Diego
92074,33.016928,-116.846046,Poway,CA,San Diego
92075,33.007075,-117.256769,Solana Beach,CA,San Diego
92078,33.016928,-116.846046,San Marcos,CA,San Diego
92079,33.016928,-116.846046,San Marcos,CA,San Diego
92082,33.016928,-116.846046,Valley Center,CA,San Diego
92083,33.016928,-116.846046,Vista,CA,San Diego
92084,33.016928,-116.846046,Vista,CA,San Diego
92085,33.016928,-116.846046,Vista,CA,San Diego
92086,33.016928,-116.846046,Warner Springs,CA,San Diego
92088,33.016928,-116.846046,Fallbrook,CA,San Diego
92090,33.016928,-116.846046,El Cajon,CA,San Diego
92091,32.962307,-117.046183,Rancho Santa Fe,CA,San Diego
92092,33.016928,-116.846046,La Jolla,CA,San Diego
92093,33.016928,-116.846046,La Jolla,CA,San Diego
92096,33.016928,-116.846046,San Marcos,CA,San Diego
92101,32.7211,-117.174366,San Diego,CA,San Diego
92102,32.71712,-117.118604,San Diego,CA,San Diego
92103,32.746085,-117.170517,San Diego,CA,San Diego
92104,32.73875,-117.128908,San Diego,CA,San Diego
92105,32.7374,-117.087313,San Diego,CA,San Diego
92106,32.709355,-117.232764,San Diego,CA,San Diego
92107,32.735,-117.202669,San Diego,CA,San Diego
92108,32.774699,-117.148616,San Diego,CA,San Diego
92109,32.794748,-117.239392,San Diego,CA,San Diego
92110,32.775849,-117.207965,San Diego,CA,San Diego
92111,32.803717,-117.16643,San Diego,CA,San Diego
92112,33.016928,-116.846046,San Diego,CA,San Diego
92113,32.694601,-117.121678,San Diego,CA,San Diego
92114,32.70614,-117.051651,San Diego,CA,San Diego
92115,32.7576,-117.070688,San Diego,CA,San Diego
92116,32.7654,-117.127894,San Diego,CA,San Diego
92117,32.818398,-117.197168,San Diego,CA,San Diego
92118,32.656176,-117.160815,Coronado,CA,San Diego
92119,32.815849,-117.033162,San Diego,CA,San Diego
92120,32.794947,-117.079863,San Diego,CA,San Diego
92121,32.90391,-117.207828,San Diego,CA,San Diego
92122,32.856847,-117.208027,San Diego,CA,San Diego
92123,32.810983,-117.136812,San Diego,CA,San Diego
92124,32.818733,-117.082387,San Diego,CA,San Diego
92126,32.899613,-117.144916,San Diego,CA,San Diego
92127,33.021243,-117.120915,San Diego,CA,San Diego
92128,32.995484,-117.07483,San Diego,CA,San Diego
92129,32.965012,-117.126619,San Diego,CA,San Diego
92130,32.952467,-117.161871,San Diego,CA,San Diego
92131,32.874916,-117.088322,San Diego,CA,San Diego
92132,32.643703,-117.138414,San Diego,CA,San Diego
92133,32.733507,-117.216451,San Diego,CA,San Diego
92134,32.562106,-117.07166,San Diego,CA,San Diego
92135,33.016928,-116.846046,San Diego,CA,San Diego
92136,32.68342,-117.121913,San Diego,CA,San Diego
92137,32.85377,-117.119744,San Diego,CA,San Diego
92138,33.016928,-116.846046,San Diego,CA,San Diego
92139,32.68018,-117.047627,San Diego,CA,San Diego
92140,32.74344,-117.200412,San Diego,CA,San Diego
92142,33.016928,-116.846046,San Diego,CA,San Diego
92143,33.016928,-116.846046,San Ysidro,CA,San Diego
92145,32.889139,-117.100486,San Diego,CA,San Diego
92147,33.016928,-116.846046,San Diego,CA,San Diego
92149,33.016928,-116.846046,San Diego,CA,San Diego
92150,33.016928,-116.846046,San Diego,CA,San Diego
92152,33.016928,-116.846046,San Diego,CA,San Diego
92153,33.016928,-116.846046,San Diego,CA,San Diego
92154,32.628038,-117.035225,San Diego,CA,San Diego
92155,32.671602,-117.165665,San Diego,CA,San Diego
92158,33.016928,-116.846046,San Diego,CA,San Diego
92159,33.016928,-116.846046,San Diego,CA,San Diego
92160,33.016928,-116.846046,San Diego,CA,San Diego
92161,32.871846,-117.229119,San Diego,CA,San Diego
92162,33.016928,-116.846046,San Diego,CA,San Diego
92163,33.016928,-116.846046,San Diego,CA,San Diego
92164,33.016928,-116.846046,San Diego,CA,San Diego
92165,33.016928,-116.846046,San Diego,CA,San Diego
92166,33.016928,-116.846046,San Diego,CA,San Diego
92167,33.016928,-116.846046,San Diego,CA,San Diego
92168,33.016928,-116.846046,San Diego,CA,San Diego
92169,33.016928,-116.846046,San Diego,CA,San Diego
92170,33.016928,-116.846046,San Diego,CA,San Diego
92171,33.016928,-116.846046,San Diego,CA,San Diego
92172,33.016928,-116.846046,San Diego,CA,San Diego
92173,32.566356,-116.997475,San Ysidro,CA,San Diego
92174,33.016928,-116.846046,San Diego,CA,San Diego
92175,33.016928,-116.846046,San Diego,CA,San Diego
92176,33.016928,-116.846046,San Diego,CA,San Diego
92177,33.016928,-116.846046,San Diego,CA,San Diego
92178,33.016928,-116.846046,Coronado,CA,San Diego
92179,32.572602,-116.918724,San Diego,CA,San Diego
92182,32.775088,-117.076176,San Diego,CA,San Diego
92184,33.016928,-116.846046,San Diego,CA,San Diego
92186,33.016928,-116.846046,San Diego,CA,San Diego
92187,33.016928,-116.846046,San Diego,CA,San Diego
92190,33.016928,-116.846046,San Diego,CA,San Diego
92191,33.016928,-116.846046,San Diego,CA,San Diego
92192,33.016928,-116.846046,San Diego,CA,San Diego
92193,33.016928,-116.846046,San Diego,CA,San Diego
92194,33.016928,-116.846046,San Diego,CA,San Diego
92195,33.016928,-116.846046,San Diego,CA,San Diego
92196,33.016928,-116.846046,San Diego,CA,San Diego
92197,33.016928,-116.846046,San Diego,CA,San Diego
92198,33.016928,-116.846046,San Diego,CA,San Diego
92199,32.751575,-117.191848,San Diego,CA,San Diego
92201,33.728721,-116.035705,Indio,CA,Riverside
92202,33.752886,-116.055617,Indio,CA,Riverside
92203,33.75317,-116.26764,Indio,CA,Riverside
92210,33.70271,-116.303759,Indian Wells,CA,Riverside
92211,33.76437,-116.339766,Palm Desert,CA,Riverside
92220,33.919215,-116.864197,Banning,CA,Riverside
92222,32.782242,-114.561905,Bard,CA,Imperial
92223,33.92703,-116.954753,Beaumont,CA,Riverside
92225,33.756749,-115.723001,Blythe,CA,Riverside
92226,33.59869,-114.652517,Blythe,CA,Riverside
92227,33.096382,-115.280168,Brawley,CA,Imperial
92230,33.842969,-116.607126,Cabazon,CA,Riverside
92231,32.946832,-115.518355,Calexico,CA,Imperial
92232,33.026203,-115.284581,Calexico,CA,Imperial
92233,33.157664,-115.510284,Calipatria,CA,Imperial
92234,33.647301,-116.277152,Cathedral City,CA,Riverside
92235,33.752886,-116.055617,Cathedral City,CA,Riverside
92236,33.646405,-116.143588,Coachella,CA,Riverside
92239,33.809041,-115.366577,Desert Center,CA,Riverside
92240,33.900103,-116.400701,Desert Hot Springs,CA,Riverside
92241,33.876265,-116.354024,Desert Hot Springs,CA,Riverside
92242,34.201506,-115.647775,Earp,CA,San Bernardino
92243,32.900509,-115.503842,El Centro,CA,Imperial
92244,32.79475,-115.692714,El Centro,CA,Imperial
92249,32.72181,-115.438271,Heber,CA,Imperial
92250,32.867317,-115.374769,Holtville,CA,Imperial
92251,33.008903,-115.640538,Imperial,CA,Imperial
92252,34.175713,-116.268415,Joshua Tree,CA,San Bernardino
92253,33.670978,-116.259176,La Quinta,CA,Riverside
92254,33.545034,-116.018731,Mecca,CA,Riverside
92255,33.752886,-116.055617,Palm Desert,CA,Riverside
92256,34.146607,-116.371498,Morongo Valley,CA,San Bernardino
92257,33.124361,-115.641926,Niland,CA,Imperial
92258,33.924967,-116.549645,North Palm Springs,CA,Riverside
92259,32.98097,-115.823448,Ocotillo,CA,Imperial
92260,33.680623,-116.402695,Palm Desert,CA,Riverside
92261,33.660374,-116.408249,Palm Desert,CA,Riverside
92262,33.842567,-116.527996,Palm Springs,CA,Riverside
92263,33.761076,-116.535887,Palm Springs,CA,Riverside
92264,33.797145,-116.511883,Palm Springs,CA,Riverside
92266,33.369594,-114.735544,Palo Verde,CA,Imperial
92267,34.249419,-114.210609,Parker Dam,CA,San Bernardino
92268,34.188703,-116.504806,Pioneertown,CA,San Bernardino
92270,33.703598,-116.431961,Rancho Mirage,CA,Riverside
92273,32.79413,-115.694768,Seeley,CA,Imperial
92274,33.5578,-116.157152,Thermal,CA,Riverside
92275,33.309217,-115.957782,Salton City,CA,Imperial
92276,33.843837,-116.393413,Thousand Palms,CA,Riverside
92277,34.234411,-116.235073,Twentynine Palms,CA,San Bernardino
92278,34.311015,-115.277758,Twentynine Palms,CA,San Bernardino
92280,34.200026,-115.286691,Vidal,CA,San Bernardino
92281,33.037976,-115.591387,Westmorland,CA,Imperial
92282,33.945145,-116.649937,White Water,CA,Riverside
92283,32.981774,-114.685417,Winterhaven,CA,Imperial
92284,34.451263,-115.896753,Yucca Valley,CA,San Bernardino
92285,34.310323,-116.524124,Landers,CA,San Bernardino
92286,34.180251,-116.350003,Yucca Valley,CA,San Bernardino
92292,33.752886,-116.055617,Palm Springs,CA,Riverside
92301,34.839964,-115.967051,Adelanto,CA,San Bernardino
92304,34.6122,-115.800458,Amboy,CA,San Bernardino
92305,34.153818,-116.512262,Angelus Oaks,CA,San Bernardino
92307,34.839964,-115.967051,Apple Valley,CA,San Bernardino
92308,34.450143,-116.726751,Apple Valley,CA,San Bernardino
92309,35.445323,-116.142146,Baker,CA,San Bernardino
92310,35.262453,-116.696561,Fort Irwin,CA,San Bernardino
92311,34.693608,-115.851819,Barstow,CA,San Bernardino
92312,34.201638,-116.906215,Barstow,CA,San Bernardino
92313,34.839964,-115.967051,Grand Terrace,CA,San Bernardino
92314,34.50514,-116.110086,Big Bear City,CA,San Bernardino
92315,34.223224,-116.847414,Big Bear Lake,CA,San Bernardino
92316,34.248404,-116.849826,Bloomington,CA,San Bernardino
92317,34.211175,-117.079624,Blue Jay,CA,San Bernardino
92318,34.839964,-115.967051,Bryn Mawr,CA,San Bernardino
92320,33.976814,-117.038262,Calimesa,CA,Riverside
92321,34.839964,-115.967051,Cedar Glen,CA,San Bernardino
92322,34.839964,-115.967051,Cedarpines Park,CA,San Bernardino
92323,34.839964,-115.967051,Cima,CA,San Bernardino
92324,34.151161,-116.900557,Colton,CA,San Bernardino
92325,34.850671,-116.701168,Crestline,CA,San Bernardino
92326,34.839964,-115.967051,Crest Park,CA,San Bernardino
92327,34.899805,-116.77035,Daggett,CA,San Bernardino
92328,36.235817,-117.144513,Death Valley,CA,Inyo
92329,34.839964,-115.967051,Phelan,CA,San Bernardino
92332,34.588133,-115.577138,Essex,CA,San Bernardino
92333,34.258346,-116.951508,Fawnskin,CA,San Bernardino
92334,34.839964,-115.967051,Fontana,CA,San Bernardino
92335,34.159844,-114.301225,Fontana,CA,San Bernardino
92336,34.122307,-116.247005,Fontana,CA,San Bernardino
92337,34.839964,-115.967051,Fontana,CA,San Bernardino
92338,34.932852,-115.802525,Ludlow,CA,San Bernardino
92339,34.133057,-116.911711,Forest Falls,CA,San Bernardino
92340,34.839964,-115.967051,Hesperia,CA,San Bernardino
92341,34.241137,-116.938548,Green Valley Lake,CA,San Bernardino
92342,34.496921,-116.378323,Helendale,CA,San Bernardino
92345,34.839964,-115.967051,Hesperia,CA,San Bernardino
92346,34.156543,-117.14027,Highland,CA,San Bernardino
92347,35.012622,-116.191575,Hinkley,CA,San Bernardino
92350,34.839964,-115.967051,Loma Linda,CA,San Bernardino
92352,34.209221,-117.129213,Lake Arrowhead,CA,San Bernardino
92354,34.839964,-115.967051,Loma Linda,CA,San Bernardino
92356,34.770403,-116.206281,Lucerne Valley,CA,San Bernardino
92357,34.839964,-115.967051,Loma Linda,CA,San Bernardino
92358,34.839964,-115.967051,Lytle Creek,CA,San Bernardino
92359,34.470317,-115.969627,Mentone,CA,San Bernardino
92363,34.642102,-115.558733,Needles,CA,San Bernardino
92364,35.337173,-115.628153,Nipton,CA,San Bernardino
92365,34.90534,-115.932613,Newberry Springs,CA,San Bernardino
92366,34.839964,-115.967051,Mountain Pass,CA,San Bernardino
92368,34.839964,-115.967051,Oro Grande,CA,San Bernardino
92369,34.839964,-115.967051,Patton,CA,San Bernardino
92371,34.839964,-115.967051,Phelan,CA,San Bernardino
92372,34.237294,-116.855056,Pinon Hills,CA,San Bernardino
92373,34.2409,-116.889474,Redlands,CA,San Bernardino
92374,34.153575,-116.898232,Redlands,CA,San Bernardino
92375,34.839964,-115.967051,Redlands,CA,San Bernardino
92376,34.202339,-115.567483,Rialto,CA,San Bernardino
92377,34.141501,-116.982871,Rialto,CA,San Bernardino
92378,34.839964,-115.967051,Rimforest,CA,San Bernardino
92382,34.210229,-117.110941,Running Springs,CA,San Bernardino
92384,35.977703,-116.270561,Shoshone,CA,Inyo
92385,34.839964,-115.967051,Skyforest,CA,San Bernardino
92386,34.247205,-116.818764,Sugarloaf,CA,San Bernardino
92389,36.626033,-117.218616,Tecopa,CA,Inyo
92391,34.839964,-115.967051,Twin Peaks,CA,San Bernardino
92392,34.491985,-114.754916,Victorville,CA,San Bernardino
92393,34.839964,-115.967051,Victorville,CA,San Bernardino
92394,34.527103,-115.172471,Victorville,CA,San Bernardino
92397,34.839964,-115.967051,Wrightwood,CA,San Bernardino
92398,34.926948,-116.709279,Yermo,CA,San Bernardino
92399,34.06226,-116.971138,Yucaipa,CA,San Bernardino
92401,34.839964,-115.967051,San Bernardino,CA,San Bernardino
92402,34.21392,-117.127166,San Bernardino,CA,San Bernardino
92403,34.839964,-115.967051,San Bernardino,CA,San Bernardino
92404,34.159076,-116.709044,San Bernardino,CA,San Bernardino
92405,34.134794,-116.228393,San Bernardino,CA,San Bernardino
92406,34.839964,-115.967051,San Bernardino,CA,San Bernardino
92407,34.271173,-116.93655,San Bernardino,CA,San Bernardino
92408,34.839964,-115.967051,San Bernardino,CA,San Bernardino
92410,34.095956,-116.479963,San Bernardino,CA,San Bernardino
92411,34.839964,-115.967051,San Bernardino,CA,San Bernardino
92412,34.839964,-115.967051,San Bernardino,CA,San Bernardino
92413,34.839964,-115.967051,San Bernardino,CA,San Bernardino
92414,34.839964,-115.967051,San Bernardino,CA,San Bernardino
92415,34.839964,-115.967051,San Bernardino,CA,San Bernardino
92418,34.839964,-115.967051,San Bernardino,CA,San Bernardino
92420,34.839964,-115.967051,San Bernardino,CA,San Bernardino
92423,34.839964,-115.967051,San Bernardino,CA,San Bernardino
92424,34.839964,-115.967051,San Bernardino,CA,San Bernardino
92427,34.262243,-116.861506,San Bernardino,CA,San Bernardino
92501,33.752886,-116.055617,Riverside,CA,Riverside
92502,33.752886,-116.055617,Riverside,CA,Riverside
92503,33.752886,-116.055617,Riverside,CA,Riverside
92504,33.752886,-116.055617,Riverside,CA,Riverside
92505,33.752886,-116.055617,Riverside,CA,Riverside
92506,33.752886,-116.055617,Riverside,CA,Riverside
92507,33.752886,-116.055617,Riverside,CA,Riverside
92508,33.752886,-116.055617,Riverside,CA,Riverside
92509,33.752886,-116.055617,Riverside,CA,Riverside
92513,33.752886,-116.055617,Riverside,CA,Riverside
92514,33.752886,-116.055617,Riverside,CA,Riverside
92515,33.752886,-116.055617,Riverside,CA,Riverside
92516,33.752886,-116.055617,Riverside,CA,Riverside
92517,33.752886,-116.055617,Riverside,CA,Riverside
92518,33.752886,-116.055617,March Air Force Base,CA,Riverside
92519,33.752886,-116.055617,Riverside,CA,Riverside
92521,33.752886,-116.055617,Riverside,CA,Riverside
92522,33.752886,-116.055617,Riverside,CA,Riverside
92530,33.658068,-116.649216,Lake Elsinore,CA,Riverside
92531,33.752886,-116.055617,Lake Elsinore,CA,Riverside
92532,33.752886,-116.055617,Lake Elsinore,CA,Riverside
92536,33.519176,-116.802625,Aguanga,CA,Riverside
92539,33.524988,-116.679174,Anza,CA,Riverside
92543,33.651652,-116.777014,Hemet,CA,Riverside
92544,33.617074,-116.786275,Hemet,CA,Riverside
92545,33.752886,-116.055617,Hemet,CA,Riverside
92546,33.752886,-116.055617,Hemet,CA,Riverside
92548,33.752886,-116.055617,Homeland,CA,Riverside
92549,33.741769,-116.721444,Idyllwild,CA,Riverside
92551,33.752886,-116.055617,Moreno Valley,CA,Riverside
92552,33.752886,-116.055617,Moreno Valley,CA,Riverside
92553,33.857218,-116.720427,Moreno Valley,CA,Riverside
92554,33.521993,-115.915905,Moreno Valley,CA,Riverside
92555,33.855098,-116.920413,Moreno Valley,CA,Riverside
92556,33.752886,-116.055617,Moreno Valley,CA,Riverside
92557,33.752886,-116.055617,Moreno Valley,CA,Riverside
92561,33.640142,-116.556695,Mountain Center,CA,Riverside
92562,33.44204,-116.861027,Murrieta,CA,Riverside
92563,33.752886,-116.055617,Murrieta,CA,Riverside
92564,33.752886,-116.055617,Murrieta,CA,Riverside
92567,33.628192,-116.406069,Nuevo,CA,Riverside
92570,33.752886,-116.055617,Perris,CA,Riverside
92571,33.752886,-116.055617,Perris,CA,Riverside
92572,33.752886,-116.055617,Perris,CA,Riverside
92581,33.752886,-116.055617,San Jacinto,CA,Riverside
92582,33.752886,-116.055617,San Jacinto,CA,Riverside
92583,33.752886,-116.055617,San Jacinto,CA,Riverside
92584,33.752886,-116.055617,Menifee,CA,Riverside
92585,33.752886,-116.055617,Sun City,CA,Riverside
92586,33.48777,-116.784521,Sun City,CA,Riverside
92587,33.752886,-116.055617,Sun City,CA,Riverside
92589,33.752886,-116.055617,Temecula,CA,Riverside
92590,33.752886,-116.055617,Temecula,CA,Riverside
92591,33.752886,-116.055617,Temecula,CA,Riverside
92592,33.752886,-116.055617,Temecula,CA,Riverside
92593,33.752886,-116.055617,Temecula,CA,Riverside
92595,33.752886,-116.055617,Wildomar,CA,Riverside
92596,33.752886,-116.055617,Winchester,CA,Riverside
92599,33.752886,-116.055617,Perris,CA,Riverside
92602,33.718018,-117.72222,Irvine,CA,Orange
92603,33.648871,-117.764637,Irvine,CA,Orange
